fhdi_herb_id,herb_latin_name,herb_english_name,herb_pinyin_name,herb_chinese_name,properties,function ,indication,therapeutic_class
h00967,not specified,alpiniae oxyphyliae fructus,yi zhi,,not specified,not specified,not specified,yang reinforcing drugs
h00968,alpinia oxyphylla,sharpleaf galangal,yi zhi ren,,warm pungent,to warm spleen check diarrhea warm kidney reduce urine secure essence,spleenstomach vacuity cold vomiting and diarrhea cold pain in abdomen drooling enuresis due to kidney vacuity frequent urination emission white turbidity,for tonifying weakness
h00969,ephedra minuta var dioeca,dioecious small ephedra,yi zhu ai ma huang,,not specified,not specified,not specified,not specified
h00970,urtica dioica,dioecious nettle,yi zhu qian ma,,not specified,see urtica cannabina,see urtica cannabina,not specified
h00971,acer saccharinum,silver maple,yin bai qi,,not specified,not specified,not specified,not specified
h00972,populus alba,white aspen,yin bai yang,,not specified,to relieve cough and calm asthma clear heat and resolve phlegm,cough and asthma,not specified
h00973,radix stellariae,starwort root,yin chai hu,,minor cold sweet,1 to reduce heat caused by deficient yin 2 to clear heat in infants caused by malnutrition,yin vacuity fever steaming bone taxation fever child gan fever,asthenic heat dispelling drugs
h00974,herba artemisiae scopariae,virgate wormwood herb,yin chen,,cool pungent bitter,to remove dampheat and relieve jaundice,1 its decoction or its volatile oil and active components such as chlorogenic acid caffeic acid and hydroxyacetophenone are chologogues2 protecting the liver of experimental animals from the damage of ccl43 decreasing the level of blood lipids and alleviating artherosclerosis and lipidosis in rabbits4 increasing the coronary flow of rabbits in vitro5 its volatile oil inhibits the growth of shigella dysenteriae hemolytic streptococcus and various dermatomyces in vitro6 anticoagulative,diuretic dampness excreting drugs
h00975,rauwolfia serpentina,java devilpepper,yin du luo fu mu,,not specified,to lower blood pressure,hypertension,not specified
h00976,siphonostegia chinensis,chinese siphonostegia,yin xing cao,,bitter warm,to clear heat and disinhibit damp quicken blood and dispel stasis,jaundice inhibited urination abdominal distention with edema stasis pain from knocks and falls blood dysentery blood strangury vaginal discharge menstrual disorder concretion conglomeration accumulation and gathering postpartum abdomin al pain,blood activation and stasis removal
h00977,rhododendron mucronulatum,korean rhododendron,ying shan hong,,not specified,to resolve exterior relieve cough and transform phlegm,common cold cough and asthma abundant phlegm,not specified
h00978,papaver somniferum,opium poppy,ying su,,not specified,to fortify spleen and promote digestion clear heat and disinhibit urine,stomach reflux abdominal pain diarrhea prolapse of rectum,not specified
h00979,pericarpium papaveris,poppy capsule,ying su ke,,mild sour punkery,1 astringe the intestine relieve diarrhea and alleviate pain 2 astringe the lung and relieve cough,enduring cough chronic diarrhea prolapse of rectum pain in stomach duct and abdomen,astringent medicinal
h00980,not specified,flos citri grandis,you hua,,not specified,not specified,not specified,not specified
h00981,ardisia colorata,colorate ardisia,you se zi jin niu,,not specified,not specified,not specified,not specified
h00982,astragalus oleifolius,oilyleaf milkvetch,you ye huang qi,,not specified,not specified,not specified,not specified
h00983,fructus phyllanthi,emblic leafflower fruit,yu gan zi,,cool sweet sour punkery,to remove heat from blood to promote digestion and the production of body fluid and to relieve cough,treatment of heat in the blood and blood stasis liver and gall bladder diseases dyspepsia abdominal pain cough sore throat dryness of the mouth,antipyretic detoxicate drugs
h00984,semen pruni,chinese dwarf cherry seed,yu li ren,,pungent  bitter neutral,to relax the bowels and to cause diuresis,desiccation of liquid and intestine dryness food accumulation and qi stagnation abdominal distention and constipation edema beriberi inhibited urination,laxatives
h00985,limonitum,limonite,yu liang shi,,mild sweet punkery,treatment of chronic diarrhea chronic dysentery abnormal uterine bleeding morbid leukorrhea,treatment of chronic diarrhea chronic dysentery abnormal uterine bleeding morbid leukorrhea,astriction
h00986,stigma maydis,corn stigma,yu mi xu,,not specified,1 to promote diuresis to relieve edema 2 to promote choleresis and relieve jaundice 3 to lower blood pressure 4 to lower blood sugar level 5 to stop bleeding,edema dribbling urination jaundice cholecystitis gallstones hypertension diabetes mellitus galactostasis,diuretic dampness excreting drugs
h00987,herba houttuyniae,allgrass of heartleaf houttuynia,yu xing cao,,minor cold pungent,to remove toxic heat to promote the drainage of pus and to relieve dysuria,pulmonary welling abscess with hacking of pus and blood lung heat phlegm cough pneumonia chronic bronchitis urinary tract infection odynuria chronic uterine cervical infection leptospirosis otitis media cystitis dysentery mastitis heat toxin sores heat strangury,antipyretic detoxicate drugs
h00988,syringa pinnafolia,pinnateleaf lilac,yu ye ding xiang,,not specified,to warm center downbear qi  warm kidney,cold pain in stomach duct and abdomen cold asthma prolapse of uterus prolapse of rectum,not specified
h00990,fructus akebiae,akebia fruit,yu zhi zi,,not specified,to regulate the flow of the liver qi to promote blood circulation and relieve pain and to cause diuresis,liver stomach qi stagnation distending pain in stomach duct distending pain in ribside nondigestion of food accumulati on dysenter y mounting qi  lumbago amenorrhea and dysmenorrhea goiter and tuberculosis scrofula carcinoma,qi regulating drugs
h00991,radix echinopsis,globethistle root,yu zhou lou lu,,not specified,to remove heat and counteract toxicity drainage of pus stanch bleeding to cure sores and carbuncles increase the secretion of milk,treatment of sores carbuncles swelling and pain due to mastitis galactostasis tuberculosis of lypmhaden pyogenic infection it can be used as antheimintic,external medicinal draw out toxin resolve putridity
h00992,hypericum sampsonii,sampson stjohnswort,yuan bao cao,,not specified,to cool blood and stanch bleeding clear heat and resolve toxin quicken blood and regulate menstruation dispel wind and free network vessels,blood ejection hemoptysis spontaneous external bleeding blood strangury bleeding from wounds enteritis dysentery mammary welling abscess swollen welling abscess and toxin of clove sore scalds snake bite menstrual disorder menstrual pain leukorrhea knocks and falls winddamp impediment pain pain in lumbus and leg tinea capitis mouth sore eye screen,not specified
h00993,rhodiola juparensis,jupar rhodiola,yuan cong hong jing tian,,not specified,not specified,not specified,not specified
h00994,angelica archangelica,angelica,yuan dang gui,,not specified,not specified,not specified,not specified
h00995,glycyrrhiza squamulosa,roundfruit licorice,yuan guo gan cao,,not specified,see glycyrrhiza uralensis ,see glycyrrhiza uralensis ,not specified
h00996,flos genkwa,flower bud of lilac daphne,yuan hua,,warm pungent bitter,1 to transform water and stop cough 2 to resolve phlegm and stop cough 3 to kill worms,edema ascites hydrothorax cough with profuse phlegm chronic bronchitis malaria scalp infection infection of skin tinea capitis neurodermatitis induce abortion toothache,drastic purgatives
h00997,daphne genkwa,lilac daphne root,yuan hua gen,,not specified,to expel water resolve toxin dissipate binds,edema scrofula mammary welling abscess hemorrhoids scab sore,not specified
h00998,caulis genkwa,stem of lilac daphne,yuan hua tiao,,warm pungent bitter,purging by pressure and by removing liquid,not specified,purging
h00999,coriandri sativi herba,coriandri sativi herba,yuan sui,,not specified,not specified,not specified,pungentwarm exteriorreleasing medicinal
h01000,drosera rotundifolia,roundleaf sundew,yuan ye mao gao cai,,not specified,to dispel phlegm suppress cough calm asthma check dysentery,cough asthma pertussis dysentery,not specified
h01001,polygala tenuifolia,thinleaf milkwort equivalent plant polygala sibirica,yuan zhi,,minor warm pungent bitter,to quiet heart and spirit dispel phlegm and open orifices resolve toxin and disperse swelling,pharyngitis disquieted heart spirit fright palpitation and insomnia amnesia fright epilepsy cough with profuse phlegm effusion of back from welling abscess and flat abscess painful swollen breast,spirit calming
h01002,flos rosae chinensis,chinese rose flower,yue ji hua,,sweet warm,1 to invigorate blood and regulate menstruation 2 to reduce swelling,menstrual disorder dysmenorrhea knocks and falls blood stasis swelling and pain scrofula swollen welling abscess scalds,blood activating stasis removing drugs
h01003,glycyrrhiza yunnanensis,yunnan licorice,yun nan gan cao,,not specified,see glycyrrhiza uralensis ,see glycyrrhiza uralensis,not specified
h01004,pueraria peduncularis,yunnan kudzuvine,yun nan ge teng,,not specified,to kill worms stem upbear yang and resolve exterior root,impotence common cold root,not specified
h01005,rhodiola yunnanesis,yunnan rhodiola,yun nan hong jing tian,,not specified,to supplement lung and boost kidney clear heat and relieve cough dissipate stasis and stanch bleeding,vacuity taxation with cough kidney vacuity lumbar pain pain in throat painful swelling from knocks and falls bleeding due to external injury,not specified
h01006,coptis teetoides syn coptis teeta,yunnan goldthread,yun nan huang lian,,not specified,see coptis chinensis,see coptis chinensis,not specified
h01007,rauvolfia yunnanensis,yunnan devilpepper,yun nan luo fu mu,,not specified,to clear heat and calm liver resolve toxin and kill worms,hypertension due to ascendant liver yang  headache dizziness vexation and agitation with insomnia scab and lichen snake bite,not specified
h01008,crataegus scabrifolia,yunnan hawthorn,yun nan shan zha,,not specified,see crataegus cuneata,see crataegus cuneata,not specified
h01009,gmelina arborea,malay bushbeech,yun nan shi zi,,not specified,not specified,not specified,not specified
h01010,not specified,caulis et folium brassicae campestris,yun tai,,not specified,not specified,not specified,not specified
h01011,trifolium hybridum,hybrid clover,za jiao che zhou cao,,not specified,not specified,not specified,not specified
h01012,crocus sativus,saffron crocus stigma,zang hong hua,,not specified,to quicken blood and transform stasis dissipate depression and open binds,anxiety and depression glomus and oppression in chest and diaphragm blood ejection cold damage mania fright palpitation amenorrhea postpartum blood stasis abdominal pain painful swelling from knocks and falls,not specified
