fhdi_drug_id,drug_name,drug_dose,dosage_form,food_herb_id,food_herb_name,type,component,dose,time,effect,conclusion
d01455,sodium feredetate,not specified,not specified,f00019,grape,food,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d00453,ferrous gluconate,not specified,not specified,f00019,grape,food,vitamin c,not specified,not specified,positive,take with foods containing vitamin c foods rich in vitamin c increase the absorption of iron
d00968,ferrous fumarate,not specified,not specified,f00019,grape,food,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d01465,chromium nicotinate,not specified,not specified,f00019,grape,food,vitamin c,not specified,not specified,possible,take with foods containing vitamin c
d01217,warfarin,5 mg,not specified,f00020,banana,food,not specified,not specified,not specified,harmful,concomitant use of warfarin and banana flakes supplements may result in a reduced rate and extent of diarrhea and may be associated with subtherapeutic inr and decreased warfarin efficacy practitioners must be aware of this potential interaction and closely monitor inr and adjust warfarin doses accordingly
d00019,acetaminophen,not specified,not specified,f00020,banana,food,not specified,not specified,not specified,possible,bananas were found to diminish acetaminophen potency and the incompatibility appeared to be due to an enzymatic reaction catalyzed by polyphenol oxidase contained in banana pulp
d00250,moclobemide,not specified,not specified,f00020,banana,food,tyramine,not specified,not specified,possible,avoid tyraminecontaining foods and supplements avoid excess consumption 100mg of tyramine
d00188,phenelzine,not specified,tablet,f00020,banana,food,tyramine,not specified,not specified,possible,avoid tyraminecontaining foods and supplements
d00199,isocarboxazid,not specified,tablet,f00020,banana,food,tyramine,not specified,not specified,possible,avoid tyraminecontaining foods and supplements
d00498,tranylcypromine,not specified,tablet,f00020,banana,food,tyramine,not specified,not specified,possible,avoid tyraminecontaining foods and supplements
d00043,aspirin,not specified,not specified,f00021,lime,food,vitamin c,not specified,not specified,possible,it could be concluded that taking vit c first doesnt affect the absorption of asp and may be good for health in contrast it is not good to take vit c immediately as one have just taken asp because the existence of asp reduce the absorption of vit c for human body
d00878,lutein,not specified,not specified,f00021,lime,food,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d00751,bortezomib,not specified,not specified,f00021,lime,food,vitamin c,not specified,not specified,possible,foods high in vitamin c include citrus fruits and beverages
d00511,chromic chloride,not specified,not specified,f00021,lime,food,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d00508,chromium,not specified,not specified,f00021,lime,food,vitamin c,not specified,not specified,positive,take with foods containing vitamin c vitamin c may increase the absorption of chromium
d00799,chromium picolinate,not specified,not specified,f00021,lime,food,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d00611,ferrous sulfate,not specified,not specified,f00021,lime,food,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d01455,sodium feredetate,not specified,not specified,f00021,lime,food,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d00453,ferrous gluconate,not specified,not specified,f00021,lime,food,vitamin c,not specified,not specified,positive,take with foods containing vitamin c foods rich in vitamin c increase the absorption of iron
d00968,ferrous fumarate,not specified,not specified,f00021,lime,food,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d01465,chromium nicotinate,not specified,not specified,f00021,lime,food,vitamin c,not specified,not specified,possible,take with foods containing vitamin c
d00142,felodipine,10 mg,not specified,f00021,lime,food,not specified,250 ml,not specified,positive,the in vitro results of this study demonstrate that grapefruit juice and lime juice reduced cyp3a4 activity by more than one mechanism
d01036,rivaroxaban,not specified,oral,f00021,lime,food,not specified,not specified,not specified,possible,lime extract inhibition of cyp3a4
d01057,apixaban,not specified,oral,f00021,lime,food,not specified,not specified,not specified,possible,lime extract inhibition of cyp3a4
d01174,edoxaban,not specified,oral,f00021,lime,food,not specified,not specified,not specified,possible,lime extract inhibition of cyp3a4
d00384,trioxsalen,not specified,not specified,f00021,lime,food,furanocoumarins,not specified,not specified,possible,avoid foods high in furanocoumarins
d00984,cisapride,10 mg,not specified,f00022,red wine,food,not specified,not specified,not specified,possible,red wine caused only minor changes in cisapride pharmacokinetics despite some inhibition of cyp3a4 in most individuals however even this amount of red wine may cause a marked interaction similar to that for grapefruit juice in individuals with a preexisting high intestinal cyp3a4 content
d00142,felodipine,10 mg,not specified,f00022,red wine,food,not specified,250 ml,not specified,possible,red wine can cause dose dumping of extendedrelease felodipine in certain individualsred wine administered on an empty stomach may adversely alter the pharmacokinetics and effects of certain sustainedrelease drug formulations by altering gastrointestinal function and systemic drug metabolism
d00188,phenelzine,not specified,tablet,f00022,red wine,food,tyramine,not specified,not specified,possible,avoid tyraminecontaining foods and supplements
d00200,isoniazid,not specified,tablet,f00022,red wine,food,tyramine,not specified,not specified,possible,tyraminecontaining foods should be avoided in patients receiving isoniazid
d00498,tranylcypromine,not specified,tablet,f00022,red wine,food,tyramine,not specified,not specified,possible,avoid tyraminecontaining foods and supplements
d00647,secnidazole,2g,not specified,f00023,chocolate,food,not specified,4 oz,not specified,no effect,take with or without food sprinkle onto applesauce yogurt or pudding and ingest without crushing the granules
d00406,penicillamine,not specified,capsule,f00023,chocolate,food,copper,not specified,not specified,possible,minimize dietary intake of copper
d00498,tranylcypromine,not specified,tablet,f00023,chocolate,food,tyramine,not specified,not specified,possible,avoid tyraminecontaining foods and supplements
d01209,tetracycline,250 mg,oral,f00024,milk cow,food,not specified,6 oz,not specified,negative,avoid iron supplements calcium supplements products within 2 h before or after taking it
d01209,tetracycline,250 mg,oral,f00024,milk cow,food,not specified,6 oz,not specified,negative,avoid iron supplements calcium supplements products within 2 h before or after taking it
d00133,enoxacin,400 mg,tablet,f00024,milk cow,food,not specified,300 ml,not specified,no effect,in conclusion our findings suggest that enoxacin can be taken concomitantly with food and dairy products without compromising its oral absorption
d00267,norfloxacin,200 mg,not specified,f00024,milk cow,food,not specified,200 ml,fasted overnight,negative,auc of norfloxacin with milk was significantly p  001 smaller than that with water the mean peak serum concentration was decreased to 60 after oral administration of norfloxacin with milk p  001 the apparent volume of distribution at central compartment vcf value of norfloxacin was significantly p  005 increased with milk milk exhibits a clinically significant effect on norfloxacin absorption
d00587,sparfloxacin,200 mg,not specified,f00024,milk cow,food,not specified,240 ml,meal 30 min prior to the drug,no effect,sparfloxacin can be administered without regard to the ingestion of milk or meals
d00815,mercaptopurine,75 mgm2,not specified,f00024,milk cow,food,not specified,not specified,in the morning,harmful,the authors present a case where the simultaneous administration of 6mercaptopurine 6mp and cows milk during maintenance treatment for acute lymphoblastic leukemia led to elevated full blood counts resistant to increasing doses of chemotherapy the blood counts returned to the expected range after milk intake with chemotherapy was discontinued
d00806,cannabidiol,750 mg,oral solution,f00024,milk cow,food,not specified,500 ml,within 5 minutes,positive,cbd exposures also increased with a lowfatcalorie meal whole milk or alcohol
d00728,erlotinib,150100 mg,not specified,f00024,milk cow,food,not specified,250 ml,administration after 7 days of pretreatment,no effect,milk with 39 fat has no effect on the exposure to erlotinib in nsclc patients independent of ppi use
d00619,oseltamivir,75 mg,capsule,f00024,milk cow,food,not specified,400 ml,not specified,negative,the early reduction of oseltamivir absorption might be through the pept1 inhibition by milk peptides
d00126,valproic acid,not specified,not specified,f00024,milk,food,not specified,not specified,not specified,possible,avoid milk and dairy products
d00688,methotrexate,not specified,not specified,f00024,milk,food,not specified,not specified,not specified,negative,avoid milk and dairy products
d01210,oxytetracycline,not specified,not specified,f00024,milk,food,not specified,not specified,not specified,possible,avoid milk and dairy products take at least 1 hour before or two hours after consuming dairy products
